Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
MARYLAND,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,42,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,42,,-,40,,29,,4,,,-,0,,,-,,-,OKLAHOMA,,20214246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214265,POINT (145.725693 15.1834)
OHIO,2021,42,,-,3,,31,,36,,,-,0,,,-,,-,OHIO,,20214218,POINT (-82.70936 40.415534)
MINNESOTA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214223,POINT (-94.198308 46.349153)
LOUISIANA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214245,POINT (-91.840238 30.921314)
HAWAII,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,42,2,,24,,242,,369,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214228,
PENNSYLVANIA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214213,POINT (-77.838886 40.896694)
AMERICAN SAMOA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214264,
UTAH,2021,42,,-,2,,4,,9,,,-,0,,,-,,-,UTAH,,20214255,POINT (-111.678222 39.323779)
COLORADO,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214250,POINT (-105.547832 38.998552)
VERMONT,2021,42,,-,3,,10,,11,,,-,0,,,-,,-,VERMONT,,20214208,POINT (-72.662695 44.075252)
KENTUCKY,2021,42,,-,4,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20214240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20214267,POINT (-66.414655 18.215692)
MAINE,2021,42,,-,4,,43,,65,,,-,0,,,-,,-,MAINE,,20214204,POINT (-69.06137 45.117911)
VIRGINIA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214236,POINT (-78.666382 37.510861)
ARIZONA,2021,42,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20214249,POINT (-111.664616 34.293239)
WISCONSIN,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20214219,POINT (-89.732969 44.639954)
IDAHO,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214268,POINT (-64.840836 18.060868)
MICHIGAN,2021,42,,-,4,,26,,39,,,-,0,,,-,,-,MICHIGAN,,20214217,POINT (-85.730977 44.874798)
GEORGIA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,42,,-,2,,6,,31,,,-,0,,,-,,-,,NEW YORK CITY,20214212,
ARKANSAS,2021,42,,-,3,,10,,27,,,-,0,,,-,,-,ARKANSAS,,20214244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,42,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20214241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,42,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20214227,POINT (-100.230491 44.43614)
WYOMING,2021,42,,-,1,,,-,39,,,-,0,,,-,,-,WYOMING,,20214256,POINT (-107.55145 42.999627)
MISSOURI,2021,42,,-,1,,5,,15,,,-,0,,,-,,-,MISSOURI,,20214224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,42,4,,17,,208,,31,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214209,
CALIFORNIA,2021,42,1,,10,,127,,190,,,-,0,,,-,,-,CALIFORNIA,,20214259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,42,,-,1,,1,,24,,,-,0,,,-,,-,WEST VIRGINIA,,20214237,POINT (-80.613729 38.642579)
FLORIDA,2021,42,,-,19,,68,,82,,,-,0,,,-,,-,FLORIDA,,20214231,POINT (-82.420978 28.260731)
MONTANA,2021,42,,-,3,,17,,12,,,-,0,,,-,,-,MONTANA,,20214252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,42,,-,4,,34,,43,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214220,
MASSACHUSETTS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20214205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,42,,-,7,,33,,98,,,-,0,,,-,,-,,MOUNTAIN,20214248,
INDIANA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214269,
US TERRITORIES,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20214263,
TOTAL,2021,50,8,,69,,1514,,1782,,,-,1,,1,,,-,,TOTAL,20215070,
WASHINGTON,2021,50,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20215062,POINT (-120.592492 47.411715)
OREGON,2021,50,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20215061,POINT (-120.605279 43.940449)
GUAM,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20215066,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20215065,POINT (145.725693 15.1834)
HAWAII,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20215060,POINT (-157.854309 21.361013)
PUERTO RICO,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20215067,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2021,50,,U,,NC,,U,,U,,U,,NC,,U,,U,AMERICAN SAMOA,,20215064,
U.S. VIRGIN ISLANDS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20215068,
NON-US RESIDENTS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20215069,
US TERRITORIES,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20215063,
TOTAL,2021,43,21,,69,,1226,,1437,,,-,0,,,-,,-,,TOTAL,20214370,
US RESIDENTS,2021,43,21,,69,,1226,,1437,,,-,0,,,-,,-,,US RESIDENTS,20214301,
WEST SOUTH CENTRAL,2021,52,,-,43,,399,,581,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20215243,
EAST SOUTH CENTRAL,2021,52,1,,6,,52,,67,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20215238,
NORTH DAKOTA,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20215226,POINT (-100.46931 47.446305)
NEVADA,2021,52,,-,2,,10,,26,,,-,0,,,-,,-,NEVADA,,20215253,POINT (-114.916992 39.283294)
TEXAS,2021,52,,-,14,,345,,544,,,-,0,,,-,,-,TEXAS,,20215247,POINT (-99.317341 31.447238)
DISTRICT OF COLUMBIA,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20215230,POINT (-77.016275 38.904785)
DELAWARE,2021,52,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20215229,POINT (-75.452394 38.994926)
ALABAMA,2021,52,1,,3,,37,,51,,,-,0,,,-,,-,ALABAMA,,20215239,POINT (-86.844516 32.756889)
NORTH CAROLINA,2021,52,,-,10,,185,,295,,,-,0,,,-,,-,NORTH CAROLINA,,20215234,POINT (-79.130883 35.52603)
NEW HAMPSHIRE,2021,43,,-,3,,23,,24,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214306,POINT (-71.57139 43.680429)
NEW YORK,2021,43,8,,17,,210,,,-,,-,0,,,-,,-,NEW YORK,,20214311,POINT (-75.59655 42.921241)
PACIFIC,2021,43,,-,10,,137,,209,,,-,0,,,-,,-,,PACIFIC,20214357,
WEST SOUTH CENTRAL,2021,43,3,,43,,321,,389,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214343,
NEBRASKA,2021,43,,-,4,,29,,21,,,-,0,,,-,,-,NEBRASKA,,20214325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,43,,-,6,,46,,59,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214338,
NORTH DAKOTA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214326,POINT (-100.46931 47.446305)
NEVADA,2021,43,,-,1,,6,,26,,,-,0,,,-,,-,NEVADA,,20214353,POINT (-114.916992 39.283294)
ILLINOIS,2021,43,,-,5,,38,,37,,,-,0,,,-,,-,ILLINOIS,,20214315,POINT (-89.148632 40.124144)
IOWA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214321,POINT (-93.500061 42.074659)
TEXAS,2021,43,3,,14,,282,,358,,,-,0,,,-,,-,TEXAS,,20214347,POINT (-99.317341 31.447238)
ALASKA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214330,POINT (-77.016275 38.904785)
WASHINGTON,2021,43,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20214362,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,43,4,,13,,94,,117,,,-,0,,,-,,-,,NEW ENGLAND,20214302,
RHODE ISLAND,2021,43,,-,13,,8,,16,,,-,0,,,-,,-,RHODE ISLAND,,20214307,POINT (-71.534637 41.572574)
OREGON,2021,43,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20214361,POINT (-120.605279 43.940449)
DELAWARE,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214329,POINT (-75.452394 38.994926)
ALABAMA,2021,43,,-,3,,33,,43,,,-,0,,,-,,-,ALABAMA,,20214339,POINT (-86.844516 32.756889)
KANSAS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,43,5,,10,,178,,268,,,-,0,,,-,,-,NORTH CAROLINA,,20214334,POINT (-79.130883 35.52603)
GUAM,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214366,POINT (144.653198 13.3532)
NEW JERSEY,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20214310,POINT (-74.655514 40.110253)
NEW MEXICO,2021,43,,-,2,,6,,12,,,-,0,,,-,,-,NEW MEXICO,,20214354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,43,,-,8,,96,,114,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20214314,
TENNESSEE,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214342,POINT (-86.343226 35.842998)
CONNECTICUT,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214303,POINT (-72.738288 41.575155)
MARYLAND,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,43,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,43,,-,41,,29,,4,,,-,0,,,-,,-,OKLAHOMA,,20214346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214365,POINT (145.725693 15.1834)
OHIO,2021,43,,-,3,,31,,36,,,-,0,,,-,,-,OHIO,,20214318,POINT (-82.70936 40.415534)
MINNESOTA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214323,POINT (-94.198308 46.349153)
LOUISIANA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214345,POINT (-91.840238 30.921314)
HAWAII,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,43,5,,24,,248,,374,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214328,
PENNSYLVANIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214313,POINT (-77.838886 40.896694)
UTAH,2021,43,,-,2,,4,,9,,,-,0,,,-,,-,UTAH,,20214355,POINT (-111.678222 39.323779)
COLORADO,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214350,POINT (-105.547832 38.998552)
VERMONT,2021,43,,-,3,,10,,11,,,-,0,,,-,,-,VERMONT,,20214308,POINT (-72.662695 44.075252)
KENTUCKY,2021,43,,-,4,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20214340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20214367,POINT (-66.414655 18.215692)
MAINE,2021,43,4,,4,,53,,66,,,-,0,,,-,,-,MAINE,,20214304,POINT (-69.06137 45.117911)
VIRGINIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214336,POINT (-78.666382 37.510861)
ARIZONA,2021,43,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20214349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214364,
WISCONSIN,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20214319,POINT (-89.732969 44.639954)
IDAHO,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214368,POINT (-64.840836 18.060868)
MICHIGAN,2021,43,,-,4,,27,,41,,,-,0,,,-,,-,MICHIGAN,,20214317,POINT (-85.730977 44.874798)
GEORGIA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,43,,-,2,,6,,31,,,-,0,,,-,,-,,NEW YORK CITY,20214312,
ARKANSAS,2021,43,,-,3,,10,,27,,,-,0,,,-,,-,ARKANSAS,,20214344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,43,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20214341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,43,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20214327,POINT (-100.230491 44.43614)
WYOMING,2021,43,,-,1,,,-,39,,,-,0,,,-,,-,WYOMING,,20214356,POINT (-107.55145 42.999627)
MISSOURI,2021,43,,-,1,,5,,15,,,-,0,,,-,,-,MISSOURI,,20214324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,43,8,,17,,216,,31,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214309,
CALIFORNIA,2021,43,,-,10,,127,,194,,,-,0,,,-,,-,CALIFORNIA,,20214359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,43,,-,1,,1,,24,,,-,0,,,-,,-,WEST VIRGINIA,,20214337,POINT (-80.613729 38.642579)
FLORIDA,2021,43,,-,19,,69,,82,,,-,0,,,-,,-,FLORIDA,,20214331,POINT (-82.420978 28.260731)
MONTANA,2021,43,1,,3,,18,,13,,,-,0,,,-,,-,MONTANA,,20214352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,43,,-,4,,34,,45,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214320,
MASSACHUSETTS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20214305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,43,1,,7,,34,,99,,,-,0,,,-,,-,,MOUNTAIN,20214348,
INDIANA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214369,
US TERRITORIES,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20214363,
US RESIDENTS,2021,50,8,,69,,1514,,1782,,,-,1,,1,,,-,,US RESIDENTS,20215001,
NEW HAMPSHIRE,2021,50,,-,3,,23,,28,,,-,0,,,-,,-,NEW HAMPSHIRE,,20215006,POINT (-71.57139 43.680429)
NEW YORK,2021,50,5,,17,,280,,14,,,-,0,,,-,,-,NEW YORK,,20215011,POINT (-75.59655 42.921241)
PACIFIC,2021,50,,-,11,,158,,226,,,-,0,,,-,,-,,PACIFIC,20215057,
WEST SOUTH CENTRAL,2021,50,2,,43,,398,,565,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20215043,
NEBRASKA,2021,50,,-,4,,32,,23,,,-,0,,,-,,-,NEBRASKA,,20215025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,50,,-,6,,51,,67,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20215038,
NORTH DAKOTA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20215026,POINT (-100.46931 47.446305)
NEVADA,2021,50,,-,2,,10,,26,,,-,0,,,-,,-,NEVADA,,20215053,POINT (-114.916992 39.283294)
ILLINOIS,2021,50,,-,5,,40,,38,,,-,0,,,-,,-,ILLINOIS,,20215015,POINT (-89.148632 40.124144)
IOWA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20215021,POINT (-93.500061 42.074659)
TEXAS,2021,50,2,,14,,344,,528,,,-,0,,,-,,-,TEXAS,,20215047,POINT (-99.317341 31.447238)
ALASKA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20215058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20215030,POINT (-77.016275 38.904785)
NEW ENGLAND,2021,50,,-,13,,104,,128,,,-,0,,,-,,-,,NEW ENGLAND,20215002,
RHODE ISLAND,2021,50,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20215007,POINT (-71.534637 41.572574)
DELAWARE,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20215029,POINT (-75.452394 38.994926)
ALABAMA,2021,50,,-,3,,36,,51,,,-,0,,,-,,-,ALABAMA,,20215039,POINT (-86.844516 32.756889)
KANSAS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20215022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,50,,-,10,,185,,287,,,-,0,,,-,,-,NORTH CAROLINA,,20215034,POINT (-79.130883 35.52603)
NEW JERSEY,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20215010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,50,,-,2,,6,,14,,,-,0,,,-,,-,NEW MEXICO,,20215054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,50,,-,8,,106,,124,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20215014,
TENNESSEE,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20215042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20215003,POINT (-72.738288 41.575155)
MARYLAND,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20215033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,50,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20215035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,50,,-,41,,34,,4,,,-,0,,,-,,-,OKLAHOMA,,20215046,POINT (-97.508297 35.583449)
OHIO,2021,50,,-,3,,36,,39,,,-,0,,,-,,-,OHIO,,20215018,POINT (-82.70936 40.415534)
MINNESOTA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20215023,POINT (-94.198308 46.349153)
LOUISIANA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20215045,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2021,50,,-,24,,267,,394,,,-,0,,,-,,-,,SOUTH ATLANTIC,20215028,
PENNSYLVANIA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20215013,POINT (-77.838886 40.896694)
UTAH,2021,50,,-,2,,5,,9,,,-,0,,,-,,-,UTAH,,20215055,POINT (-111.678222 39.323779)
COLORADO,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20215050,POINT (-105.547832 38.998552)
VERMONT,2021,50,,-,3,,13,,12,,,-,0,,,-,,-,VERMONT,,20215008,POINT (-72.662695 44.075252)
KENTUCKY,2021,50,,-,4,,15,,14,,,-,0,,,-,,-,KENTUCKY,,20215040,POINT (-85.290484 37.526683)
MAINE,2021,50,,-,4,,60,,71,,,-,0,,,-,,-,MAINE,,20215004,POINT (-69.06137 45.117911)
VIRGINIA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20215036,POINT (-78.666382 37.510861)
ARIZONA,2021,50,1,,3,,56,,80,,,-,0,,,-,,-,ARIZONA,,20215049,POINT (-111.664616 34.293239)
WISCONSIN,2021,50,,N,,NC,,N,,N,,-,0,,,-,,-,WISCONSIN,,20215019,POINT (-89.732969 44.639954)
IDAHO,2021,50,,-,0,,,-,,-,,-,1,,1,,,-,IDAHO,,20215051,POINT (-114.659366 44.389073)
MICHIGAN,2021,50,,-,4,,30,,47,,,-,0,,,-,,-,MICHIGAN,,20215017,POINT (-85.730977 44.874798)
GEORGIA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20215032,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,50,,-,2,,6,,35,,,-,0,,,-,,-,NEW YORK CITY,,20215012,
ARKANSAS,2021,50,,-,2,,20,,33,,,-,0,,,-,,-,ARKANSAS,,20215044,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,50,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20215041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,50,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20215027,POINT (-100.230491 44.43614)
WYOMING,2021,50,,-,0,,,-,40,,,-,0,,,-,,-,WYOMING,,20215056,POINT (-107.55145 42.999627)
MISSOURI,2021,50,,-,3,,18,,16,,,-,0,,,-,,-,MISSOURI,,20215024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,50,5,,17,,286,,49,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20215009,
CALIFORNIA,2021,50,,-,11,,148,,211,,,-,0,,,-,,-,CALIFORNIA,,20215059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,50,,-,1,,1,,25,,,-,0,,,-,,-,WEST VIRGINIA,,20215037,POINT (-80.613729 38.642579)
FLORIDA,2021,50,,-,19,,81,,82,,,-,0,,,-,,-,FLORIDA,,20215031,POINT (-82.420978 28.260731)
MONTANA,2021,50,,-,3,,17,,12,,,-,0,,,-,,-,MONTANA,,20215052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,50,,-,5,,50,,48,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20215020,
MASSACHUSETTS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20215005,POINT (-71.481104 42.151077)
MOUNTAIN,2021,50,1,,7,,94,,181,,,-,1,,1,,,-,,MOUNTAIN,20215048,
INDIANA,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20215016,POINT (-86.2818 39.919991)
TOTAL,2021,44,15,,69,,1246,,1469,,,-,0,,,-,,-,,TOTAL,20214470,
US RESIDENTS,2021,44,15,,69,,1246,,1469,,,-,0,,,-,,-,,US RESIDENTS,20214401,
NEW HAMPSHIRE,2021,44,,-,3,,23,,24,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214406,POINT (-71.57139 43.680429)
NEW YORK,2021,44,1,,17,,211,,,-,,-,0,,,-,,-,NEW YORK,,20214411,POINT (-75.59655 42.921241)
PACIFIC,2021,44,,-,10,,137,,215,,,-,0,,,-,,-,,PACIFIC,20214457,
WEST SOUTH CENTRAL,2021,44,9,,43,,331,,403,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214443,
NEBRASKA,2021,44,,-,4,,30,,22,,,-,0,,,-,,-,NEBRASKA,,20214425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,44,2,,6,,48,,59,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214438,
NORTH DAKOTA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214426,POINT (-100.46931 47.446305)
NEVADA,2021,44,,-,1,,6,,26,,,-,0,,,-,,-,NEVADA,,20214453,POINT (-114.916992 39.283294)
ILLINOIS,2021,44,,-,5,,38,,38,,,-,0,,,-,,-,ILLINOIS,,20214415,POINT (-89.148632 40.124144)
IOWA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214421,POINT (-93.500061 42.074659)
AMERICAN SAMOA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214464,
TEXAS,2021,44,5,,14,,288,,369,,,-,0,,,-,,-,TEXAS,,20214447,POINT (-99.317341 31.447238)
ALASKA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214430,POINT (-77.016275 38.904785)
WASHINGTON,2021,44,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20214462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,44,3,,13,,97,,119,,,-,0,,,-,,-,,NEW ENGLAND,20214402,
RHODE ISLAND,2021,44,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20214407,POINT (-71.534637 41.572574)
OREGON,2021,44,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20214461,POINT (-120.605279 43.940449)
DELAWARE,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214429,POINT (-75.452394 38.994926)
