Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MARYLAND,2020,16,,-,8,,,-,84,,,-,0,,,-,,-,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,6,,2,,8,,,-,0,,,-,,-,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,,-,4,,2,,3,,,-,0,,,-,,-,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,11,,26,,92,,307,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,5,,1,,2,,,-,0,,,-,,-,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
MAINE,2020,16,,-,6,,20,,20,,,-,0,,,-,,-,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
ARIZONA,2020,16,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201664,
WISCONSIN,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201619,POINT (-89.732969 44.639954)
IDAHO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201668,POINT (-64.840836 18.060868)
MICHIGAN,2020,16,,-,6,,1,,3,,,-,0,,,-,,-,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,7,,,-,4,,,-,0,,,-,,-,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,4,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,4,,,-,8,,,-,0,,,-,,-,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,4,,1,,5,,,-,0,,,-,,-,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,9,,27,,121,,150,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,,-,15,,19,,40,,,-,0,,,-,,-,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,4,,,-,18,,,-,0,,,-,,-,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,,-,16,,17,,120,,,-,0,,,-,,-,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,4,,1,,,-,,-,0,,,-,,-,MONTANA,,20201652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,16,,-,7,,2,,20,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201620,
MASSACHUSETTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,,-,9,,1,,16,,,-,0,,,-,,-,,MOUNTAIN,20201648,
INDIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
U.S. VIRGIN ISLANDS,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202468,POINT (-64.840836 18.060868)
MICHIGAN,2020,24,1,,6,,3,,12,,,-,0,,,-,,-,MICHIGAN,,20202417,POINT (-85.730977 44.874798)
GEORGIA,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20202432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20202412,
ARKANSAS,2020,24,,-,3,,,-,12,,,-,0,,,-,,-,ARKANSAS,,20202444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,24,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20202441,POINT (-89.65344 32.713378)
TOTAL,2020,19,32,,76,,520,,961,,,-,0,,,-,,-,,TOTAL,20201970,
WASHINGTON,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201962,POINT (-120.592492 47.411715)
OREGON,2020,19,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20201961,POINT (-120.605279 43.940449)
GUAM,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201966,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201965,POINT (145.725693 15.1834)
HAWAII,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201960,POINT (-157.854309 21.361013)
PUERTO RICO,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201967,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201964,
U.S. VIRGIN ISLANDS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201968,POINT (-64.840836 18.060868)
MICHIGAN,2020,19,,-,6,,1,,6,,,-,0,,,-,,-,MICHIGAN,,20201917,POINT (-85.730977 44.874798)
GEORGIA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201912,
ARKANSAS,2020,19,,-,3,,,-,11,,,-,0,,,-,,-,ARKANSAS,,20201944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,19,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20201941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,19,,-,4,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201927,POINT (-100.230491 44.43614)
WYOMING,2020,19,,-,4,,,-,8,,,-,0,,,-,,-,WYOMING,,20201956,POINT (-107.55145 42.999627)
MISSOURI,2020,19,,-,3,,1,,6,,,-,0,,,-,,-,MISSOURI,,20201924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,19,9,,27,,143,,180,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201909,
CALIFORNIA,2020,19,1,,16,,24,,63,,,-,0,,,-,,-,CALIFORNIA,,20201959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,19,,-,4,,4,,24,,,-,0,,,-,,-,WEST VIRGINIA,,20201937,POINT (-80.613729 38.642579)
FLORIDA,2020,19,,-,21,,22,,120,,,-,0,,,-,,-,FLORIDA,,20201931,POINT (-82.420978 28.260731)
MONTANA,2020,19,,-,4,,1,,,-,,-,0,,,-,,-,MONTANA,,20201952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,19,,-,7,,2,,28,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201920,
MASSACHUSETTS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201905,POINT (-71.481104 42.151077)
INDIANA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201969,
US TERRITORIES,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201963,
SOUTH DAKOTA,2020,24,,-,4,,,-,2,,,-,0,,,-,,-,SOUTH DAKOTA,,20202427,POINT (-100.230491 44.43614)
US RESIDENTS,2020,20,42,,76,,568,,1016,,,-,0,,,-,,-,,US RESIDENTS,20202001,
NEW HAMPSHIRE,2020,20,,-,3,,4,,7,,,-,0,,,-,,-,NEW HAMPSHIRE,,20202006,POINT (-71.57139 43.680429)
NEW YORK,2020,20,14,,27,,157,,188,,,-,0,,,-,,-,NEW YORK,,20202011,POINT (-75.59655 42.921241)
NEW ENGLAND,2020,20,,-,9,,32,,46,,,-,0,,,-,,-,,NEW ENGLAND,20202002,
RHODE ISLAND,2020,20,,-,7,,,-,1,,,-,0,,,-,,-,RHODE ISLAND,,20202007,POINT (-71.534637 41.572574)
NEW JERSEY,2020,20,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20202010,POINT (-74.655514 40.110253)
CONNECTICUT,2020,20,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20202003,POINT (-72.738288 41.575155)
VERMONT,2020,20,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20202008,POINT (-72.662695 44.075252)
MAINE,2020,20,,-,6,,28,,26,,,-,0,,,-,,-,MAINE,,20202004,POINT (-69.06137 45.117911)
NEW YORK CITY,2020,20,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20202012,
MIDDLE ATLANTIC,2020,20,14,,27,,157,,188,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202009,
WYOMING,2020,24,,-,2,,,-,13,,,-,0,,,-,,-,WYOMING,,20202456,POINT (-107.55145 42.999627)
MISSOURI,2020,24,2,,3,,8,,8,,,-,0,,,-,,-,MISSOURI,,20202424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,24,7,,27,,170,,230,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202409,
CALIFORNIA,2020,24,,-,16,,34,,96,,,-,0,,,-,,-,CALIFORNIA,,20202459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,24,2,,4,,9,,28,,,-,0,,,-,,-,WEST VIRGINIA,,20202437,POINT (-80.613729 38.642579)
FLORIDA,2020,24,,-,21,,27,,120,,,-,0,,,-,,-,FLORIDA,,20202431,POINT (-82.420978 28.260731)
MONTANA,2020,24,,-,4,,2,,,-,,-,0,,,-,,-,MONTANA,,20202452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,24,2,,7,,12,,41,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20202420,
MASSACHUSETTS,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20202405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,24,,-,9,,11,,27,,,-,0,,,-,,-,,MOUNTAIN,20202448,
US RESIDENTS,2020,19,32,,76,,520,,961,,,-,0,,,-,,-,,US RESIDENTS,20201901,
NEW HAMPSHIRE,2020,19,,-,3,,4,,7,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201906,POINT (-71.57139 43.680429)
NEW YORK,2020,19,9,,27,,143,,180,,,-,0,,,-,,-,NEW YORK,,20201911,POINT (-75.59655 42.921241)
PACIFIC,2020,19,1,,16,,24,,70,,,-,0,,,-,,-,,PACIFIC,20201957,
WEST SOUTH CENTRAL,2020,19,13,,24,,168,,235,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201943,
NEBRASKA,2020,19,,-,3,,1,,2,,,-,0,,,-,,-,NEBRASKA,,20201925,POINT (-99.810595 41.527099)
TOTAL,2020,17,28,,76,,429,,823,,,-,0,,,-,,-,,TOTAL,20201770,
US RESIDENTS,2020,17,28,,76,,429,,823,,,-,0,,,-,,-,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,3,,4,,7,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,27,,121,,164,,,-,0,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,1,,15,,20,,48,,,-,0,,,-,,-,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,14,,30,,132,,185,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,3,,1,,1,,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,,-,7,,15,,14,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,7,,3,,2,,,-,0,,,-,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,14,,30,,130,,174,,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,1,,,-,7,,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,6,,9,,30,,39,,,-,0,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,7,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,4,,13,,11,,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,3,,,-,16,,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,5,,15,,80,,91,,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,1,,2,,3,,8,,,-,0,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,1,,13,,7,,10,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,1,,,-,7,,,-,0,,,-,,-,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,8,,,-,92,,,-,0,,,-,,-,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,6,,2,,8,,,-,0,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,1,,4,,3,,4,,,-,0,,,-,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
EAST SOUTH CENTRAL,2020,19,3,,7,,21,,17,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201938,
NORTH DAKOTA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201926,POINT (-100.46931 47.446305)
NEVADA,2020,19,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20201953,POINT (-114.916992 39.283294)
ILLINOIS,2020,19,,-,7,,3,,3,,,-,0,,,-,,-,ILLINOIS,,20201915,POINT (-89.148632 40.124144)
IOWA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201921,POINT (-93.500061 42.074659)
TEXAS,2020,19,13,,23,,166,,216,,,-,0,,,-,,-,TEXAS,,20201947,POINT (-99.317341 31.447238)
SOUTH ATLANTIC,2020,17,5,,27,,98,,324,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,2,,,-,4,,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,5,,1,,2,,,-,0,,,-,,-,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,6,,6,,26,,21,,,-,0,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,6,,1,,4,,,-,0,,,-,,-,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,7,,,-,3,,,-,0,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,4,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,4,,,-,8,,,-,0,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,3,,1,,6,,,-,0,,,-,,-,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,,-,27,,121,,164,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,1,,15,,20,,41,,,-,0,,,-,,-,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,4,,,-,21,,,-,0,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,,-,17,,18,,120,,,-,0,,,-,,-,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,4,,1,,,-,,-,0,,,-,,-,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,,-,7,,2,,23,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,1,,9,,4,,16,,,-,0,,,-,,-,,MOUNTAIN,20201748,
INDIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201763,
ALASKA,2020,19,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20201958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201930,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,19,,-,9,,31,,46,,,-,0,,,-,,-,,NEW ENGLAND,20201902,
RHODE ISLAND,2020,19,,-,7,,,-,1,,,-,0,,,-,,-,RHODE ISLAND,,20201907,POINT (-71.534637 41.572574)
DELAWARE,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201929,POINT (-75.452394 38.994926)
ALABAMA,2020,19,3,,4,,17,,14,,,-,0,,,-,,-,ALABAMA,,20201939,POINT (-86.844516 32.756889)
KANSAS,2020,19,,-,3,,,-,20,,,-,0,,,-,,-,KANSAS,,20201922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,19,5,,15,,92,,103,,,-,0,,,-,,-,NORTH CAROLINA,,20201934,POINT (-79.130883 35.52603)
NEW JERSEY,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,19,1,,2,,4,,9,,,-,0,,,-,,-,NEW MEXICO,,20201954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,19,,-,13,,8,,16,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201914,
TENNESSEE,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,19,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20201903,POINT (-72.738288 41.575155)
MARYLAND,2020,19,,-,6,,,-,105,,,-,0,,,-,,-,MARYLAND,,20201933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,19,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20201935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,19,,-,6,,2,,8,,,-,0,,,-,,-,OKLAHOMA,,20201946,POINT (-97.508297 35.583449)
INDIANA,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202469,
US TERRITORIES,2020,24,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202463,
WASHINGTON,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20202662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,26,1,,9,,47,,64,,,-,0,,,-,,-,,NEW ENGLAND,20202602,
RHODE ISLAND,2020,26,,-,7,,4,,2,,,-,0,,,-,,-,RHODE ISLAND,,20202607,POINT (-71.534637 41.572574)
OREGON,2020,26,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20202661,POINT (-120.605279 43.940449)
DELAWARE,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20202629,POINT (-75.452394 38.994926)
ALABAMA,2020,26,,-,4,,26,,21,,,-,0,,,-,,-,ALABAMA,,20202639,POINT (-86.844516 32.756889)
KANSAS,2020,26,,-,1,,,-,28,,,-,0,,,-,,-,KANSAS,,20202622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,26,,-,15,,140,,142,,,-,0,,,-,,-,NORTH CAROLINA,,20202634,POINT (-79.130883 35.52603)
GUAM,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202666,POINT (144.653198 13.3532)
NEW JERSEY,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20202610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,26,,-,2,,8,,14,,,-,0,,,-,,-,NEW MEXICO,,20202654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,26,,-,13,,24,,42,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20202614,
TENNESSEE,2020,26,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20202642,POINT (-86.343226 35.842998)
